"","SampleID","Site","Treatment","TREATMENT_PHASE","inctime_hours","DryMass_SoilOnly_g","CO2_flux_mgC_hr","cumCO2_flux_mgC_gSoil","CO2_flux_mgC_gSoil_hr"
"210","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",504.24,213.67,0.438400940457763,5.15144464708332,0.00205176646444406
"211","C15","CPCRW","saturation","SATURATION_INCUBATION",408.5,156.34,1.273056480646,52.1873456525818,0.0081428711823334
"212","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",504.24,278.9,2.44555437605999,4.66385245482866,0.00876857072807453
"213","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",504.45,320.73,1.25902811543329,4.03115873305207,0.00392550779606926
"214","C13","CPCRW","saturation","SATURATION_INCUBATION",408.92,138.96,1.81023740102914,21.9142308043729,0.0130270394432149
"215","C11","CPCRW","saturation","SATURATION_INCUBATION",409.03,150.55,7.09792584148985,18.0210367066046,0.0471466346163391
"216","C12","CPCRW","saturation","SATURATION_INCUBATION",408.94,232.06,22.1662670664733,22.9258737309694,0.0955195512646441
"217","C14","CPCRW","saturation","SATURATION_INCUBATION",408.52,233.1,5.0319014993369,5.43698911700487,0.0215868790190343
"218","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",504.82,209.99,12.7926391159368,52.234495023839,0.0609202300868459
"219","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",504.74,168.51,1.57164921990359,8.77256884538651,0.00932674155779238
"220","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",504.86,213.67,0.4340309868184,5.1527040621244,0.00203131458238592
"221","C15","CPCRW","saturation","SATURATION_INCUBATION",409.13,156.34,0.906155485470635,52.1909971682262,0.00579605657842289
"222","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",504.86,278.9,1.6284782968718,4.66747259302894,0.00583893258111081
"223","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",505.07,320.73,0.942734430047968,4.03298112368167,0.0029393397251519
"224","C13","CPCRW","saturation","SATURATION_INCUBATION",409.55,138.96,1.02427796694681,21.9188745516323,0.00737102739599028
"225","C11","CPCRW","saturation","SATURATION_INCUBATION",409.66,150.55,4.86335934351185,18.0413881937279,0.0323039478147582
"226","C12","CPCRW","saturation","SATURATION_INCUBATION",409.56,232.06,11.7356679440019,22.9572281829442,0.0505716967336116
"227","C14","CPCRW","saturation","SATURATION_INCUBATION",409.14,233.1,2.97278725846939,5.44489614446198,0.0127532700921038
"228","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",505.45,209.99,11.463951876248,52.2688885172532,0.0545928466891185
"229","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",505.36,168.51,1.13261266650082,8.77673607494695,0.00672133800071701
"230","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",505.49,213.67,0.323100082606206,5.15365671365265,0.00151214528294195
"231","C15","CPCRW","saturation","SATURATION_INCUBATION",409.75,156.34,0.985794661290963,52.1949065496385,0.00630545389082105
"232","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",505.49,278.9,1.67919787236467,4.67126568969294,0.00602078835555635
"233","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",505.69,320.73,0.828796822140445,4.03458326264506,0.00258409510223691
"234","C13","CPCRW","saturation","SATURATION_INCUBATION",410.17,138.96,1.40271267595942,21.9251330566633,0.0100943629530758
"235","C11","CPCRW","saturation","SATURATION_INCUBATION",410.28,150.55,4.49334323450865,18.0598928287687,0.0298461855497087
"236","C12","CPCRW","saturation","SATURATION_INCUBATION",410.19,232.06,9.58414376859184,22.9832473614938,0.0413002834120135
"237","C14","CPCRW","saturation","SATURATION_INCUBATION",409.76,233.1,2.06134609235024,5.45037891828119,0.00884318357936609
"238","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",507.06,209.99,21.2080020608579,52.4314909426924,0.100995295303861
"239","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",506.98,168.51,2.20646102850417,8.79794826927475,0.0130939471159229
"240","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",507.1,213.67,0.630165746302374,5.15840500237613,0.00294924765433788
"241","C15","CPCRW","saturation","SATURATION_INCUBATION",411.36,156.34,0.349435301221939,52.1985050582413,0.00223509851107803
"242","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",507.1,278.9,2.99446560838348,4.68855177656816,0.0107366999224937
"243","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",507.31,320.73,1.32372237469558,4.04126935451986,0.00412721720667098
"244","C13","CPCRW","saturation","SATURATION_INCUBATION",411.79,138.96,2.20916050632944,21.9508875185246,0.0158978159637985
"245","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",551.68,278.9,2.3474222888292,5.06376900724584,0.00841671670429977
"246","C11","CPCRW","saturation","SATURATION_INCUBATION",456.71,150.55,3.33196808727997,19.0874801970345,0.0221319700251077
"247","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",552.33,213.67,1.53561400893125,5.48346617906898,0.00718684892091193
"248","C15","CPCRW","saturation","SATURATION_INCUBATION",456.68,156.34,14.4614307475663,56.390599477326,0.0924998768553555
"249","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",552.46,278.9,2.59348436787339,5.0710222084181,0.00929897586186229
"250","C14","CPCRW","saturation","SATURATION_INCUBATION",456.4,233.1,5.49293549949521,6.54943731251738,0.0235647168575513
"251","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",552.71,209.99,4.76970707716169,53.4683837855536,0.0227139724613633
"252","C12","CPCRW","saturation","SATURATION_INCUBATION",456.99,232.06,18.557495533347,26.7257742552309,0.0799685233704517
"253","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",552.71,168.51,1.33892918314304,9.16130493383549,0.00794569570436793
"254","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",552.83,320.73,2.08048591223009,4.33654487824609,0.00648672064424932
"255","C13","CPCRW","saturation","SATURATION_INCUBATION",457.23,138.96,2.81241565034782,22.8705490553108,0.0202390302989912
"256","C11","CPCRW","saturation","SATURATION_INCUBATION",457.33,150.55,2.91512904636098,19.0994853780955,0.0193631952597873
"257","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",552.96,213.67,1.25259960353187,5.48715943385545,0.00586230918487326
"258","C15","CPCRW","saturation","SATURATION_INCUBATION",457.3,156.34,10.1237637062184,56.4307474464821,0.064754788961356
"259","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.08,278.9,1.89174987650549,5.07522760434292,0.00678289665294188
"260","C14","CPCRW","saturation","SATURATION_INCUBATION",457.03,233.1,2.97679007163589,6.55748269108937,0.0127704421777602
"261","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.33,209.99,7.33860244322313,53.4900511674042,0.0349473900815426
"262","C12","CPCRW","saturation","SATURATION_INCUBATION",457.62,232.06,10.5132909311925,26.7543158965593,0.045304192584644
"263","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.33,168.51,1.03865122611299,9.16512645042318,0.00616373643174286
"264","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.45,320.73,1.18397288091517,4.33883360454599,0.00369149403209917
"265","C13","CPCRW","saturation","SATURATION_INCUBATION",457.85,138.96,1.19475941326728,22.8758797320251,0.00859786566830227
"266","C11","CPCRW","saturation","SATURATION_INCUBATION",457.96,150.55,2.16868370269833,19.1085605739288,0.0144050727512343
"267","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.58,213.67,1.35649573465595,5.49109553792007,0.00634855494293047
"268","C15","CPCRW","saturation","SATURATION_INCUBATION",457.92,156.34,10.9669287534179,56.4742391685437,0.0701479388091207
"269","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.7,278.9,1.56365991840614,5.07870365005612,0.00560652534387287
"270","C14","CPCRW","saturation","SATURATION_INCUBATION",457.65,233.1,2.40890242424539,6.56388989616458,0.0103342017342145
"271","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.95,209.99,NA,53.5067187901225,NA
"272","C12","CPCRW","saturation","SATURATION_INCUBATION",458.24,232.06,7.33878302681302,26.7739230907186,0.0316245067086659
"273","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",553.95,168.51,0.910445335220353,9.16847625819622,0.00540291576298352
"274","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",554.08,320.73,0.981250404798491,4.34076104430848,0.00305942819442675
"275","C13","CPCRW","saturation","SATURATION_INCUBATION",458.47,138.96,1.04743690639415,22.8805530976121,0.00753768643058541
"276","C11","CPCRW","saturation","SATURATION_INCUBATION",459.57,150.55,5.48749691883986,19.1672445330078,0.0364496640241771
"277","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",555.2,213.67,1.96690297646972,5.50600817339478,0.00920533053994346
"278","C15","CPCRW","saturation","SATURATION_INCUBATION",459.54,156.34,23.8089571553094,56.7209483318519,0.152289606980359
"279","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",555.32,278.9,2.85494272025877,5.09528668055744,0.0102364385810641
"280","C14","CPCRW","saturation","SATURATION_INCUBATION",459.26,233.1,4.61375027898818,6.59575663983327,0.0197930084898678
"281","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",555.57,209.99,1.22056211747907,53.5161350034199,0.00581247734405959
"282","C12","CPCRW","saturation","SATURATION_INCUBATION",575.76,232.06,2.90449089195197,28.2448175560388,0.0125161203652158
"283","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",671.56,320.73,2.41917389388023,5.22687880396005,0.00754271160752105
"284","C22","CPCRW","drought","DROUGHT_INCUBATION",0,216.87,0.04200411285636,0,0.000193683371864988
"285","C11","CPCRW","saturation","SATURATION_INCUBATION",576.02,150.55,7.86614635838251,25.2516865352239,0.0522493946089838
"286","C21","CPCRW","drought","DROUGHT_INCUBATION",0,225.9,0.060491538717896,0,0.000267780162540487
"287","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",671.6,278.9,3.49973814605167,6.55441020735159,0.0125483619435341
"288","C13","CPCRW","saturation","SATURATION_INCUBATION",576.07,138.96,1.93464585246273,24.5178181541004,0.0139223219089143
"289","C24","CPCRW","drought","DROUGHT_INCUBATION",0,198.71,1.15245474443904,0,0.00579968166896
"290","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",671.76,168.51,1.86684785308835,10.4736412072932,0.0110785582641289
"291","C14","CPCRW","saturation","SATURATION_INCUBATION",575.67,233.1,9.31787695613406,11.2490987954041,0.0399737321155472
"292","C15","CPCRW","saturation","SATURATION_INCUBATION",576.11,156.34,1.34303723464882,57.7223417720656,0.00859049017940908
"293","C23","CPCRW","drought","DROUGHT_INCUBATION",0,214.95,0.0530742766836586,0,0.000246914522836281
"294","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.05,209.99,13.6760842811254,61.1021643241755,0.065127312163081
"295","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.01,213.67,3.13099731000729,7.21767474231859,0.014653424954403
"296","C25","CPCRW","drought","DROUGHT_INCUBATION",0,232.3,0.0895335567749669,0,0.00038542211267743
"297","C12","CPCRW","saturation","SATURATION_INCUBATION",576.38,232.06,2.52837121714621,28.2515726631431,0.0108953340392408
"298","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.18,320.73,1.32615488201495,5.2294423808841,0.00413480149039676
"299","C22","CPCRW","drought","DROUGHT_INCUBATION",0.62,216.87,0.0419526915698025,0.000119936684526572,0.000193446265365438
"300","C11","CPCRW","saturation","SATURATION_INCUBATION",576.64,150.55,4.92492760083484,25.2719685353071,0.0327129033599126
"301","C21","CPCRW","drought","DROUGHT_INCUBATION",0.62,225.9,0.688070924093834,0.00188846380229383,0.00304590935853844
"302","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.22,278.9,2.15124210122603,6.55919245942316,0.0077133097928506
"303","C13","CPCRW","saturation","SATURATION_INCUBATION",576.7,138.96,1.35735299299441,24.5239719565298,0.00976794036409333
"304","C24","CPCRW","drought","DROUGHT_INCUBATION",0.62,198.71,1.22072223290697,0.00380880571889849,0.00614323503048144
"305","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.39,168.51,0.947793406647925,10.4771846756108,0.00562455288497967
"306","C14","CPCRW","saturation","SATURATION_INCUBATION",576.29,233.1,5.62626038877297,11.2640635377509,0.0241366812045173
"307","C15","CPCRW","saturation","SATURATION_INCUBATION",576.73,156.34,1.80924983384223,57.7295167426233,0.0115725331574916
"308","C23","CPCRW","drought","DROUGHT_INCUBATION",0.62,214.95,0.644973659148362,0.00186035668142351,0.00300057529261857
"309","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.68,209.99,9.08389555906983,61.1294173086139,0.0432587054577353
"310","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.63,213.67,2.26466126320198,7.22424604377965,0.0105988733242944
"311","C25","CPCRW","drought","DROUGHT_INCUBATION",0.62,232.3,0.0431613571862403,0.000115196045869432,0.000185800073982955
"312","C12","CPCRW","saturation","SATURATION_INCUBATION",577,232.06,2.77588207027216,28.2589890506445,0.011961915324796
"313","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.8,320.73,1.4800361261262,5.23230342412358,0.00461458587012816
"314","C22","CPCRW","drought","DROUGHT_INCUBATION",1.24,216.87,0.687316597154579,0.00208487554299404,0.00316925622333462
"315","C11","CPCRW","saturation","SATURATION_INCUBATION",577.26,150.55,3.68316361574708,25.2871366617884,0.0244647201311663
"316","C21","CPCRW","drought","DROUGHT_INCUBATION",1.25,225.9,0.0798578895035569,0.00211117504792128,0.000353509913694364
"317","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",672.84,278.9,2.06583959766428,6.56378486010639,0.00740709787617166
"318","C13","CPCRW","saturation","SATURATION_INCUBATION",577.32,138.96,1.28999165793477,24.5297275324359,0.00928318694541431
"319","C24","CPCRW","drought","DROUGHT_INCUBATION",1.25,198.71,0.325584287077643,0.00484105422606429,0.00163848969391396
"320","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",673.01,168.51,0.690645341728556,10.4797257717586,0.0040985421739277
"321","C14","CPCRW","saturation","SATURATION_INCUBATION",576.91,233.1,6.1763952462965,11.280491530255,0.0264967621033741
"322","C15","CPCRW","saturation","SATURATION_INCUBATION",577.35,156.34,6.17831291830222,57.7540181754578,0.0395184400556622
"323","C23","CPCRW","drought","DROUGHT_INCUBATION",1.24,214.95,0.746414239501953,0.00401330773278993,0.00347250169575228
"324","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",673.3,209.99,8.00254870392787,61.1530450061063,0.0381091895039186
"325","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",673.26,213.67,1.73947240241508,7.2293748293533,0.00814092948198195
"326","C25","CPCRW","drought","DROUGHT_INCUBATION",1.25,232.3,0.249580944197413,0.000792062145070338,0.00107439063365223
"327","C12","CPCRW","saturation","SATURATION_INCUBATION",578.62,232.06,2.27426161373234,28.2748655645385,0.00980031721853116
"328","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",674.42,320.73,2.06893979302183,5.24275359237942,0.00645072114557988
"329","C22","CPCRW","drought","DROUGHT_INCUBATION",2.86,216.87,0.298241575823197,0.00431271412294322,0.00137520899996863
"330","C11","CPCRW","saturation","SATURATION_INCUBATION",578.88,150.55,7.89256199973783,25.3720649277437,0.0524248555279829
"331","C21","CPCRW","drought","DROUGHT_INCUBATION",2.86,225.9,0.271656249438534,0.0040472820049644,0.00120255090499572
"332","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",674.46,278.9,3.50770319698092,6.58415947172026,0.0125769207493041
"333","C13","CPCRW","saturation","SATURATION_INCUBATION",578.94,138.96,2.34363377619795,24.5570496878579,0.0168655280382697
"334","C24","CPCRW","drought","DROUGHT_INCUBATION",2.86,198.71,1.21454746266093,0.0146816330337946,0.00611216075014307
"335","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",674.62,168.51,1.02159731049766,10.4894864486912,0.00606253225623205
"336","C14","CPCRW","saturation","SATURATION_INCUBATION",578.53,233.1,8.10026312395026,11.3367867952091,0.0347501635519102
"337","C15","CPCRW","saturation","SATURATION_INCUBATION",578.97,156.34,1.44437883992981,57.7689848744516,0.00923870308257523
"338","C23","CPCRW","drought","DROUGHT_INCUBATION",2.86,214.95,0.498949110894923,0.00777370577721782,0.00232123336075796
"339","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",674.92,209.99,11.5643381175496,61.2422598627682,0.0550708991740066
"340","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",674.87,213.67,3.47022297959478,7.25552290347296,0.0162410398258753
"341","C25","CPCRW","drought","DROUGHT_INCUBATION",2.86,232.3,0.0759482062947582,0.00131843585206371,0.000326940190679114
"342","C12","CPCRW","saturation","SATURATION_INCUBATION",579.24,232.06,2.05497687406539,28.2803558931687,0.00885536875836157
"343","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",675.04,320.73,1.2994586077774,5.24526556299901,0.00405156551547221
"344","C22","CPCRW","drought","DROUGHT_INCUBATION",3.48,216.87,0.371885494817295,0.00537588102840143,0.00171478533138421
"345","C11","CPCRW","saturation","SATURATION_INCUBATION",579.5,150.55,6.06838714116046,25.3970559608059,0.0403081178423146
"346","C21","CPCRW","drought","DROUGHT_INCUBATION",3.48,225.9,1.17036113554512,0.00725942854785053,0.00518088152078408
"347","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",675.08,278.9,2.52649790574224,6.58977592457634,0.00905879492915826
"348","C13","CPCRW","saturation","SATURATION_INCUBATION",579.56,138.96,1.6530549812155,24.5644251490579,0.011895905161309
"349","C24","CPCRW","drought","DROUGHT_INCUBATION",3.49,198.71,0.438862931300368,0.016073025750413,0.00220855986764817
"350","C18","CPCRW","field moist","FIELD_MOIST_INCUBATION",675.25,168.51,0.651294622842155,10.4919214116749,0.0038650206091161
"351","C14","CPCRW","saturation","SATURATION_INCUBATION",579.15,233.1,5.30953684535363,11.3509091154327,0.0227779358445029
"352","C15","CPCRW","saturation","SATURATION_INCUBATION",579.59,156.34,1.00124304358473,57.7729555197568,0.00640426662136837
"353","C23","CPCRW","drought","DROUGHT_INCUBATION",3.48,214.95,1.18331890552265,0.0111868610292487,0.00550508911617889
"354","C17","CPCRW","field moist","FIELD_MOIST_INCUBATION",675.54,209.99,9.55126775766187,61.2704601866396,0.0454843933409299
"355","C16","CPCRW","field moist","FIELD_MOIST_INCUBATION",675.5,213.67,1.69245792158559,7.26051306816898,0.00792089634289132
"356","C25","CPCRW","drought","DROUGHT_INCUBATION",3.48,232.3,0.114565400480805,0.00162420661529272,0.000493178650369373
"357","C12","CPCRW","saturation","SATURATION_INCUBATION",579.87,232.06,2.22497853074116,28.2863962985568,0.00958794506050659
"358","C19","CPCRW","field moist","FIELD_MOIST_INCUBATION",675.66,320.73,1.37080115227098,5.24791544518779,0.00427400353029332
"359","C22","CPCRW","drought","DROUGHT_INCUBATION",4.11,216.87,0.137394006823137,0.00577500596176509,0.000633531640259773
"360","C11","CPCRW","saturation","SATURATION_INCUBATION",580.13,150.55,3.4187759420258,25.4113623629546,0.0227085748390953
"361","C21","CPCRW","drought","DROUGHT_INCUBATION",4.11,225.9,0.240647389246479,0.00793055672503195,0.00106528282092288
"362","C20","CPCRW","field moist","FIELD_MOIST_INCUBATION",675.71,278.9,1.70111339675685,6.59361852565184,0.00609936678650716
"363","C13","CPCRW","saturation","SATURATION_INCUBATION",580.18,138.96,1.32194812584972,24.5703233056356,0.00951315577036355
"364","C24","CPCRW","drought","DROUGHT_INCUBATION",4.11,198.71,1.38135728828078,0.0203830328901346,0.00695162441890584
