"Mass","C","H","O","N","S","P","Na","El_comp","Class","NeutralMass","AImod","NOSC","HC","OC"
503.0664119,34,17,1,0,1,1,0,"CHOSP","ConHC",504.0736883,0.793650793650794,-0.382352941176471,0.5,0.03
503.0678851,19,20,16,0,0,0,0,"CHO","Tannin",504.0751615,0.181818181818182,0.631578947368421,1.05,0.84
503.0806309,27,20,8,0,1,0,0,"CHOS","ConHC",504.0879074,0.590909090909091,-0.0740740740740744,0.74,0.3
503.0831318,23,20,13,0,0,0,0,"CHO","Lignin",504.0904083,0.454545454545455,0.260869565217391,0.87,0.57
503.0866064,20,24,13,0,1,0,0,"CHOS","Tannin",504.0938828,0.12,0.2,1.2,0.65
503.0884849,29,16,7,2,0,0,0,"CHON","ConHC",504.0957614,0.787234042553192,0.137931034482758,0.55,0.24
503.0984172,27,20,10,0,0,0,0,"CHO","ConHC",504.1056937,0.590909090909091,0,0.74,0.37
503.1018174,24,24,10,0,1,0,0,"CHOS","Lignin",504.1090938,0.388888888888889,-0.083333333333333,1,0.42
503.1042935,20,24,15,0,0,0,0,"CHO","Tannin",504.11157,0.12,0.3,1.2,0.75
503.1076255,38,16,2,0,0,0,0,"CHO","ConHC",504.114902,0.810810810810811,-0.315789473684211,0.42,0.05
503.1171501,17,29,15,0,0,1,0,"CHOP","Carb",504.1244266,-0.470588235294118,0.0588235294117645,1.71,0.88
503.1195427,24,24,12,0,0,0,0,"CHO","Lignin",504.1268192,0.388888888888889,0,1,0.5
503.1229075,21,28,12,0,1,0,0,"CHOS","Lignin",504.130184,0.0714285714285714,-0.0952380952380949,1.33,0.57
503.1235096,19,25,14,1,0,0,0,"CHON","Tannin",504.130786,0.0454545454545455,0.315789473684211,1.32,0.74
503.1253833,17,28,17,0,0,0,0,"CHO","Carb",504.1326597,-0.529411764705882,0.352941176470588,1.65,1
503.1325286,21,29,12,0,0,1,0,"CHOP","Lignin",504.1398051,0.107142857142857,-0.238095238095238,1.38,0.57
503.1348055,28,24,9,0,0,0,0,"CHO","Lignin",504.142082,0.531914893617021,-0.214285714285714,0.86,0.32
503.1382668,25,28,9,0,1,0,0,"CHOS","Lignin",504.1455432,0.333333333333333,-0.32,1.12,0.36
503.1406868,21,28,14,0,0,0,0,"CHO","Tannin",504.1479632,0.0714285714285714,0,1.33,0.67
503.1440278,39,20,1,0,0,0,0,"CHO","ConHC",504.1513043,0.766233766233766,-0.461538461538462,0.51,0.03
503.1528711,21,32,8,2,2,0,0,"CHONS","Protein",504.1601476,0,-0.285714285714286,1.52,0.38
503.1535538,18,33,14,0,0,1,0,"CHOP","Carb",504.1608302,-0.45,-0.277777777777778,1.83,0.78
503.15448,19,37,9,0,2,1,0,"CHOSP","Protein",504.1617564,-0.434782608695652,-0.789473684210527,1.95,0.47
503.1559452,25,28,11,0,0,0,0,"CHO","Lignin",504.1632216,0.333333333333333,-0.24,1.12,0.44
503.1587794,24,29,8,2,0,1,0,"CHONP","Lignin",504.1660559,0.382352941176471,-0.291666666666667,1.21,0.33
503.1592531,22,32,11,0,1,0,0,"CHOS","Lignin",504.1665296,0.032258064516129,-0.363636363636363,1.45,0.5
503.1599338,20,29,13,1,0,0,0,"CHON","Lignin",504.1672102,0,0,1.45,0.65
503.1603737,33,29,1,0,1,1,0,"CHOSP","UnsatHC",504.1676501,0.590163934426229,-0.757575757575758,0.88,0.03
503.161823,18,32,16,0,0,0,0,"CHO","Carb",504.1690995,-0.5,0,1.78,0.89
503.1646958,17,33,13,2,0,1,0,"CHONP","Carb",504.1719722,-0.666666666666667,-0.0588235294117645,1.94,0.76
503.1696136,23,37,6,0,2,1,0,"CHOSP","Lipid",504.17689,0.0294117647058824,-0.913043478260869,1.61,0.26
503.1705138,21,32,10,2,1,0,0,"CHONS","Protein",504.1777903,0,-0.190476190476191,1.52,0.48
503.1770784,22,32,13,0,0,0,0,"CHO","Lignin",504.1843548,0.032258064516129,-0.272727272727272,1.45,0.59
503.1803944,19,36,13,0,1,0,0,"CHOS","AminoSugar",504.1876708,-0.478260869565217,-0.421052631578948,1.89,0.68
503.1923403,26,32,10,0,0,0,0,"CHO","Lignin",504.1996168,0.285714285714286,-0.461538461538462,1.23,0.38
503.1957014,23,36,10,0,1,0,0,"CHOS","Protein",504.2029778,0,-0.608695652173913,1.57,0.43
503.1982053,19,36,15,0,0,0,0,"CHO","Carb",504.2054818,-0.478260869565217,-0.315789473684211,1.89,0.79
503.2095083,18,36,14,2,0,0,0,"CHON","Carb",504.2167848,-0.666666666666667,-0.111111111111111,2,0.78
503.2134696,23,36,12,0,0,0,0,"CHO","Protein",504.2207461,0,-0.521739130434782,1.57,0.52
503.2168145,20,40,12,0,1,0,0,"CHOS","AminoSugar",504.224091,-0.461538461538462,-0.7,2,0.6
503.2287224,27,36,9,0,0,0,0,"CHO","Lignin",504.2359989,0.244444444444444,-0.666666666666667,1.33,0.33
503.2345279,20,40,14,0,0,0,0,"CHO","Carb",504.2418044,-0.461538461538462,-0.6,2,0.7
503.2498406,24,40,11,0,0,0,0,"CHO","Protein",504.2571171,-0.027027027027027,-0.75,1.67,0.46
503.2560474,20,45,8,2,1,1,0,"CHONSP","Protein",504.2633238,-0.541666666666667,-1.05,2.25,0.4
503.2650964,28,40,8,0,0,0,0,"CHO","Lignin",504.2723729,0.208333333333333,-0.857142857142857,1.43,0.29
503.2684795,25,44,8,0,1,0,0,"CHOS","Protein",504.275756,-0.05,-1.04,1.76,0.32
503.2862112,25,44,10,0,0,0,0,"CHO","Protein",504.2934877,-0.05,-0.96,1.76,0.4
503.3014446,29,44,7,0,0,0,0,"CHO","Lipid",504.308721,0.176470588235294,-1.03448275862069,1.52,0.24
503.3225707,26,48,9,0,0,0,0,"CHO","Protein",504.3298472,-0.0697674418604651,-1.15384615384615,1.85,0.35
503.3378176,30,48,6,0,0,0,0,"CHO","Lipid",504.345094,0.148148148148148,-1.2,1.6,0.2
503.374179,31,52,5,0,0,0,0,"CHO","Lipid",504.3814555,0.12280701754386,-1.35483870967742,1.68,0.16
503.3775658,28,56,5,0,1,0,0,"CHOS","Lipid",504.3848423,-0.102040816326531,-1.57142857142857,2,0.18
504.086543,22,20,13,0,0,0,0,"CHO","Lignin",505.0938195,0.419354838709677,0.272727272727273,0.91,0.59
504.114834,23,23,12,1,0,0,0,"CHON","Lignin",505.1221105,0.40625,0.173913043478261,1,0.52
504.1229136,23,24,12,0,0,0,0,"CHO","Lignin",505.1301901,0.352941176470588,0,1.04,0.52
504.1318469,15,27,16,3,0,0,0,"CHON","Other",505.1391233,-1.375,0.933333333333333,1.8,1.07
504.1359627,20,29,12,0,0,1,0,"CHOP","Lignin",505.1432392,0.0384615384615385,-0.25,1.45,0.6
504.1488034,17,32,14,1,0,1,0,"CHONP","Carb",505.1560799,-0.625,-0.0588235294117645,1.88,0.82
504.1512076,24,27,11,1,0,0,0,"CHON","Lignin",505.1584841,0.342857142857143,-0.083333333333333,1.12,0.46
504.1570556,17,33,14,0,0,1,0,"CHOP","Carb",505.164332,-0.611111111111111,-0.294117647058823,1.94,0.82
504.1592774,24,28,11,0,0,0,0,"CHO","Lignin",505.1665538,0.297297297297297,-0.25,1.17,0.46
504.1651619,17,32,16,0,0,0,0,"CHO","Carb",505.1724383,-0.666666666666667,0,1.88,0.94
504.1723415,21,31,13,1,0,0,0,"CHON","Lignin",505.1796179,0,-0.0952380952380949,1.48,0.62
504.180388,21,32,13,0,0,0,0,"CHO","Lignin",505.1876645,-0.0344827586206897,-0.285714285714286,1.52,0.62
504.1875488,25,31,10,1,0,0,0,"CHON","Lignin",505.1948253,0.289473684210526,-0.32,1.24,0.4
504.1934272,18,35,15,1,0,0,0,"CHON","Carb",505.2007036,-0.631578947368421,-0.111111111111111,1.94,0.83
504.1956565,25,32,10,0,0,0,0,"CHO","Lignin",505.2029329,0.25,-0.48,1.28,0.4
504.1989465,22,36,10,0,1,0,0,"CHOS","Protein",505.206223,-0.0625,-0.636363636363637,1.64,0.45
504.2015265,18,36,15,0,0,0,0,"CHO","Carb",505.208803,-0.619047619047619,-0.333333333333333,2,0.83
504.2086362,22,35,12,1,0,0,0,"CHON","Protein",505.2159127,-0.0333333333333333,-0.363636363636363,1.59,0.55
504.2167678,22,36,12,0,0,0,0,"CHO","Protein",505.2240443,-0.0625,-0.545454545454546,1.64,0.55
504.2298303,19,39,14,1,0,0,0,"CHON","Carb",505.2371067,-0.590909090909091,-0.421052631578948,2.05,0.74
504.2320126,26,36,9,0,0,0,0,"CHO","Lignin",505.2392891,0.209302325581395,-0.692307692307693,1.38,0.35
504.2450617,23,39,11,1,0,0,0,"CHON","Protein",505.2523382,-0.0606060606060606,-0.608695652173913,1.7,0.48
504.2531166,23,40,11,0,0,0,0,"CHO","Protein",505.2603931,-0.0857142857142857,-0.782608695652174,1.74,0.48
504.2562428,22,39,10,3,0,0,0,"CHON","Protein",505.2635193,-0.107142857142857,-0.454545454545454,1.77,0.45
504.2661394,20,43,13,1,0,0,0,"CHON","AminoSugar",505.2734159,-0.56,-0.7,2.15,0.65
504.2683694,27,40,8,0,0,0,0,"CHO","Lignin",505.2756459,0.173913043478261,-0.888888888888889,1.48,0.3
504.2814001,24,43,10,1,0,0,0,"CHON","Protein",505.2886766,-0.0833333333333333,-0.833333333333333,1.79,0.42
504.2895019,24,44,10,0,0,0,0,"CHO","Protein",505.2967784,-0.105263157894737,-1,1.83,0.42
504.3047287,28,44,7,0,0,0,0,"CHO","Lipid",505.3120052,0.142857142857143,-1.07142857142857,1.57,0.25
504.341126,29,48,6,0,0,0,0,"CHO","Lipid",505.3484024,0.115384615384615,-1.24137931034483,1.66,0.21
504.4421026,32,59,3,1,0,0,0,"CHON","Lipid",505.4493791,0.0677966101694915,-1.5625,1.84,0.09
505.0033039,18,19,11,0,2,1,0,"CHOSP","Lignin",506.0105804,0.210526315789474,0.388888888888889,1.06,0.61
505.026073,21,14,15,0,0,0,0,"CHO","ConHC",506.0333495,0.555555555555556,0.761904761904762,0.67,0.71
505.029354,18,18,15,0,1,0,0,"CHOS","Tannin",506.0366304,0.157894736842105,0.777777777777778,1,0.83
505.0413228,25,14,12,0,0,0,0,"CHO","ConHC",506.0485992,0.684210526315789,0.4,0.56,0.48
505.0471703,18,18,17,0,0,0,0,"CHO","Tannin",506.0544468,0.157894736842105,0.888888888888889,1,0.94
505.0592748,18,22,11,2,2,0,0,"CHONS","Lignin",506.0665513,0.0588235294117647,0.555555555555555,1.22,0.61
505.0600235,15,23,17,0,0,1,0,"CHOP","Other",506.0673,-0.727272727272727,0.733333333333333,1.53,1.13
505.0624286,22,18,14,0,0,0,0,"CHO","Lignin",506.0697051,0.466666666666667,0.454545454545455,0.82,0.64
505.0658647,19,22,14,0,1,0,0,"CHOS","Tannin",506.0731412,0.0909090909090909,0.421052631578947,1.16,0.74
505.0776765,26,18,11,0,0,0,0,"CHO","ConHC",506.0849529,0.609756097560976,0.153846153846154,0.69,0.42
505.0820933,34,19,1,0,1,1,0,"CHOSP","ConHC",506.0893697,0.761904761904762,-0.441176470588236,0.56,0.03
505.083541,19,22,16,0,0,0,0,"CHO","Tannin",506.0908174,0.0909090909090909,0.526315789473684,1.16,0.84
505.094028,20,27,11,0,1,1,0,"CHOSP","Lignin",506.1013045,0.08,-0.15,1.35,0.55
505.0956491,19,26,10,2,2,0,0,"CHONS","Lignin",506.1029256,0,0.210526315789474,1.37,0.53
505.0964073,16,27,16,0,0,1,0,"CHOP","Carb",506.1036837,-0.642857142857143,0.3125,1.69,1
505.098796,23,22,13,0,0,0,0,"CHO","Lignin",506.1060724,0.393939393939394,0.173913043478261,0.96,0.57
505.0999945,34,19,3,0,0,1,0,"CHOP","ConHC",506.1072709,0.761904761904762,-0.382352941176471,0.56,0.09
505.1021432,20,26,13,0,1,0,0,"CHOS","Tannin",506.1094197,0.04,0.1,1.3,0.65
505.1140431,27,22,10,0,0,0,0,"CHO","Lignin",506.1213196,0.545454545454545,-0.0740740740740744,0.81,0.37
505.1175152,24,26,10,0,1,0,0,"CHOS","Lignin",506.1247916,0.333333333333333,-0.166666666666667,1.08,0.42
505.1198929,20,26,15,0,0,0,0,"CHO","Tannin",506.1271693,0.04,0.2,1.3,0.75
505.1242741,28,27,5,0,1,1,0,"CHOSP","Lignin",506.1315506,0.51063829787234,-0.535714285714286,0.96,0.18
505.1327761,17,31,15,0,0,1,0,"CHOP","Carb",506.1400526,-0.588235294117647,-0.0588235294117645,1.82,0.88
505.1336509,18,35,10,0,2,1,0,"CHOSP","AminoSugar",506.1409274,-0.55,-0.611111111111111,1.94,0.56
505.1351482,14,27,16,3,0,0,0,"CHON","Other",506.1424247,-2.16666666666667,1,1.93,1.14
505.1384903,21,30,12,0,1,0,0,"CHOS","Lignin",506.1457667,0,-0.190476190476191,1.43,0.57
505.1409928,17,30,17,0,0,0,0,"CHO","Carb",506.1482692,-0.647058823529412,0.235294117647059,1.76,1
505.1416529,20,31,9,2,1,1,0,"CHONSP","Protein",506.1489294,0,-0.25,1.55,0.45
505.1447838,35,22,4,0,0,0,0,"CHO","ConHC",506.1520603,0.696969696969697,-0.4,0.63,0.11
505.1464722,23,26,11,2,0,0,0,"CHON","Lignin",506.1537487,0.354838709677419,0.0869565217391304,1.13,0.48
505.1503884,28,26,9,0,0,0,0,"CHO","Lignin",506.1576649,0.48936170212766,-0.285714285714286,0.93,0.32
505.1538548,25,30,9,0,1,0,0,"CHOS","Lignin",506.1611313,0.282051282051282,-0.4,1.2,0.36
505.1562485,21,30,14,0,0,0,0,"CHO","Tannin",506.163525,0,-0.0952380952380949,1.43,0.67
505.1683789,21,34,8,2,2,0,0,"CHONS","Protein",506.1756554,-0.0769230769230769,-0.380952380952381,1.62,0.38
505.1692205,18,35,14,0,0,1,0,"CHOP","Carb",506.176497,-0.55,-0.388888888888889,1.94,0.78
505.1715067,25,30,11,0,0,0,0,"CHO","Lignin",506.1787832,0.282051282051282,-0.32,1.2,0.44
505.1727941,36,27,1,0,0,1,0,"CHOP","ConHC",506.1800706,0.666666666666667,-0.694444444444445,0.75,0.03
505.174835,22,34,11,0,1,0,0,"CHOS","Protein",506.1821115,-0.032258064516129,-0.454545454545454,1.55,0.5
505.1773582,18,34,16,0,0,0,0,"CHO","Carb",506.1846346,-0.6,-0.111111111111111,1.89,0.89
505.1845318,22,35,11,0,0,1,0,"CHOP","Protein",506.1918083,0,-0.590909090909091,1.59,0.5
505.1860745,21,34,10,2,1,0,0,"CHONS","Protein",506.193351,-0.0769230769230769,-0.285714285714286,1.62,0.48
505.1867708,29,30,8,0,0,0,0,"CHO","Lignin",506.1940473,0.44,-0.482758620689655,1.03,0.28
505.1886076,17,34,15,2,0,0,0,"CHON","Carb",506.1958841,-0.866666666666667,0.117647058823529,2,0.88
505.190223,26,34,8,0,1,0,0,"CHOS","Lignin",506.1974995,0.238095238095238,-0.615384615384615,1.31,0.31
505.1926099,22,34,13,0,0,0,0,"CHO","AminoSugar",506.1998864,-0.032258064516129,-0.363636363636363,1.55,0.59
505.2056689,19,39,13,0,0,1,0,"CHOP","AminoSugar",506.2129454,-0.521739130434783,-0.684210526315789,2.05,0.68
505.2078812,26,34,10,0,0,0,0,"CHO","Lignin",506.2151577,0.238095238095238,-0.538461538461538,1.31,0.38
505.2089283,27,38,5,0,2,0,0,"CHOS","Lignin",506.2162048,0.2,-0.888888888888889,1.41,0.19
505.2112193,23,38,10,0,1,0,0,"CHOS","Protein",506.2184957,-0.0588235294117647,-0.695652173913044,1.65,0.43
505.2136806,19,38,15,0,0,0,0,"CHO","Carb",506.220957,-0.565217391304348,-0.421052631578948,2,0.79
505.2209309,23,39,10,0,0,1,0,"CHOP","Protein",506.2282074,-0.0294117647058824,-0.826086956521739,1.7,0.43
505.2260837,29,35,4,2,0,1,0,"CHONP","Lignin",506.2333602,0.4375,-0.724137931034483,1.21,0.14
505.2289951,23,38,12,0,0,0,0,"CHO","Protein",506.2362716,-0.0588235294117647,-0.608695652173913,1.65,0.52
505.2353463,19,43,9,2,1,1,0,"CHONSP","Protein",506.2426227,-0.666666666666667,-0.894736842105263,2.26,0.47
505.2420752,20,43,12,0,0,1,0,"CHOP","AminoSugar",506.2493516,-0.5,-0.95,2.15,0.6
505.2442711,27,38,9,0,0,0,0,"CHO","Lignin",506.2515476,0.2,-0.74074074074074,1.41,0.33
505.247613,24,42,9,0,1,0,0,"CHOS","Protein",506.2548895,-0.0810810810810811,-0.916666666666667,1.75,0.38
505.2564363,27,42,3,2,2,0,0,"CHONS","Lipid",506.2637128,0.162790697674419,-0.962962962962963,1.56,0.11
505.2573054,24,43,9,0,0,1,0,"CHOP","Protein",506.2645818,-0.0540540540540541,-1.04166666666667,1.79,0.38
505.2654123,24,42,11,0,0,0,0,"CHO","Protein",506.2726887,-0.0810810810810811,-0.833333333333333,1.75,0.46
505.2782555,32,42,3,0,1,0,0,"CHOS","UnsatHC",506.285532,0.322033898305085,-1.0625,1.31,0.09
505.280674,28,42,8,0,0,0,0,"CHO","Lipid",506.2879505,0.166666666666667,-0.928571428571429,1.5,0.29
505.2919183,27,42,7,2,0,0,0,"CHON","Lipid",506.2991948,0.162790697674419,-0.814814814814815,1.56,0.26
505.3018225,25,46,10,0,0,0,0,"CHO","Protein",506.309099,-0.1,-1.04,1.84,0.4
505.3073301,31,42,4,2,0,0,0,"CHON","Lignin",506.3146065,0.333333333333333,-0.903225806451613,1.35,0.13
505.3170898,29,46,7,0,0,0,0,"CHO","Lipid",506.3243663,0.137254901960784,-1.10344827586207,1.59,0.24
505.3382563,26,50,9,0,0,0,0,"CHO","Protein",506.3455328,-0.116279069767442,-1.23076923076923,1.92,0.35
505.338673,29,51,1,2,1,1,0,"CHONSP","Lipid",506.3459494,0.122448979591837,-1.41379310344828,1.76,0.03
505.3535051,30,50,6,0,0,0,0,"CHO","Lipid",506.3607816,0.111111111111111,-1.26666666666667,1.67,0.2
505.3664922,27,55,6,0,0,1,0,"CHOP","Lipid",506.3737687,-0.108695652173913,-1.59259259259259,2.04,0.22
505.3746471,27,54,8,0,0,0,0,"CHO","Lipid",506.3819235,-0.130434782608696,-1.40740740740741,2,0.3
505.3899277,31,54,5,0,0,0,0,"CHO","Lipid",506.3972042,0.087719298245614,-1.41935483870968,1.74,0.16
505.4626525,33,62,3,0,0,0,0,"CHO","Lipid",506.4699289,0.0476190476190476,-1.6969696969697,1.88,0.09
505.4990072,34,66,2,0,0,0,0,"CHO","Lipid",506.5062837,0.0303030303030303,-1.82352941176471,1.94,0.06
506.0293383,20,14,15,0,0,0,0,"CHO","ConHC",507.0366148,0.52,0.8,0.7,0.75
506.0576872,21,17,14,1,0,0,0,"CHON","Tannin",507.0649637,0.5,0.666666666666667,0.81,0.67
506.0657518,21,18,14,0,0,0,0,"CHO","Lignin",507.0730282,0.428571428571429,0.476190476190476,0.86,0.67
506.0939431,22,21,13,1,0,0,0,"CHON","Lignin",507.1012196,0.413793103448276,0.363636363636364,0.95,0.59
506.1020913,22,22,13,0,0,0,0,"CHO","Lignin",507.1093678,0.354838709677419,0.181818181818182,1,0.59
506.127984,27,25,7,1,1,0,0,"CHONS","Lignin",507.1352604,0.511627906976744,-0.222222222222222,0.93,0.26
506.1303887,23,25,12,1,0,0,0,"CHON","Lignin",507.1376652,0.34375,0.0869565217391304,1.09,0.52
506.1417593,20,30,12,0,1,0,0,"CHOS","Lignin",507.1490358,-0.0769230769230769,-0.2,1.5,0.6
506.1441907,21,34,7,1,2,1,0,"CHONSP","Protein",507.1514672,-0.037037037037037,-0.619047619047619,1.62,0.33
506.151409,20,29,14,1,0,0,0,"CHON","Tannin",507.1586854,-0.0416666666666667,0.1,1.45,0.7
506.1595565,20,30,14,0,0,0,0,"CHO","Tannin",507.166833,-0.0769230769230769,-0.0999999999999996,1.5,0.7
506.166737,24,29,11,1,0,0,0,"CHON","Lignin",507.1740135,0.285714285714286,-0.166666666666667,1.21,0.46
506.1701075,21,33,11,1,1,0,0,"CHONS","Protein",507.177384,-0.0740740740740741,-0.285714285714286,1.57,0.52
506.1748494,24,30,11,0,0,0,0,"CHO","Lignin",507.1821259,0.243243243243243,-0.333333333333333,1.25,0.46
506.1761874,35,27,1,0,0,1,0,"CHOP","ConHC",507.1834639,0.656716417910448,-0.714285714285714,0.77,0.03
506.1780357,23,29,10,3,0,0,0,"CHON","Lignin",507.1853122,0.3,0,1.26,0.43
506.1806688,17,34,16,0,0,0,0,"CHO","Carb",507.1879453,-0.777777777777778,-0.117647058823529,2,0.94
506.1878763,21,35,11,0,0,1,0,"CHOP","Protein",507.1951528,-0.0689655172413793,-0.619047619047619,1.67,0.52
506.1959754,21,34,13,0,0,0,0,"CHO","AminoSugar",507.2032519,-0.103448275862069,-0.380952380952381,1.62,0.62
506.1991115,20,33,12,3,0,0,0,"CHON","AminoSugar",507.206388,-0.136363636363636,0,1.65,0.6
506.2031448,25,33,10,1,0,0,0,"CHON","Lignin",507.2104213,0.236842105263158,-0.4,1.32,0.4
506.2041059,26,37,5,1,2,0,0,"CHONS","Lignin",507.2113823,0.195121951219512,-0.769230769230769,1.42,0.19
506.2112545,25,34,10,0,0,0,0,"CHO","Lignin",507.2185309,0.2,-0.56,1.36,0.4
506.2146262,22,38,10,0,1,0,0,"CHOS","Protein",507.2219027,-0.125,-0.727272727272728,1.73,0.45
506.2243349,22,39,10,0,0,1,0,"CHOP","Protein",507.2316114,-0.09375,-0.863636363636363,1.77,0.45
506.2324092,22,38,12,0,0,0,0,"CHO","Protein",507.2396856,-0.125,-0.636363636363637,1.73,0.55
506.2454533,19,43,12,0,0,1,0,"CHOP","AminoSugar",507.2527297,-0.625,-1,2.26,0.63
506.247678,26,38,9,0,0,0,0,"CHO","Lignin",507.2549545,0.162790697674419,-0.769230769230769,1.46,0.35
506.2607204,23,43,9,0,0,1,0,"CHOP","Protein",507.2679969,-0.114285714285714,-1.08695652173913,1.87,0.39
506.2688362,23,42,11,0,0,0,0,"CHO","Protein",507.2761126,-0.142857142857143,-0.869565217391305,1.83,0.48
506.2719477,22,41,10,3,0,0,0,"CHON","Protein",507.2792241,-0.178571428571429,-0.545454545454546,1.86,0.45
506.2759869,27,41,8,1,0,0,0,"CHON","Lipid",507.2832634,0.159090909090909,-0.814814814814815,1.52,0.3
506.2840928,27,42,8,0,0,0,0,"CHO","Lipid",507.2913692,0.130434782608696,-0.962962962962963,1.56,0.3
506.2971164,24,45,10,1,0,0,0,"CHON","Protein",507.3043929,-0.138888888888889,-0.916666666666667,1.88,0.42
506.3010234,24,50,2,3,2,1,0,"CHONSP","Lipid",507.3082998,-0.176470588235294,-1.375,2.08,0.08
506.3052781,24,46,10,0,0,0,0,"CHO","Protein",507.3125545,-0.157894736842105,-1.08333333333333,1.92,0.42
506.3204982,28,46,7,0,0,0,0,"CHO","Lipid",507.3277747,0.102040816326531,-1.14285714285714,1.64,0.25
506.3568929,29,50,6,0,0,0,0,"CHO","Lipid",507.3641693,0.0769230769230769,-1.31034482758621,1.72,0.21
506.977714,22,8,11,2,1,0,0,"CHONS","ConHC",507.9849905,0.925925925925926,1,0.36,0.5
507.0052367,20,12,16,0,0,0,0,"CHO","ConHC",508.0125131,0.583333333333333,1,0.6,0.8
507.0085927,17,16,16,0,1,0,0,"CHOS","Tannin",508.0158692,0.125,1.05882352941176,0.94,0.94
507.017483,20,16,10,2,2,0,0,"CHONS","Lignin",508.0247595,0.545454545454545,0.7,0.8,0.5
507.0392502,25,16,10,0,1,0,0,"CHOS","ConHC",508.0465267,0.631578947368421,0.24,0.64,0.4
507.0416101,21,16,15,0,0,0,0,"CHO","ConHC",508.0488866,0.481481481481481,0.666666666666667,0.76,0.71
507.044939,18,20,15,0,1,0,0,"CHOS","Tannin",508.0522155,0.0526315789473684,0.666666666666667,1.11,0.83
507.0511645,32,12,7,0,0,0,0,"CHO","ConHC",508.0584409,0.824561403508772,0.0625,0.38,0.22
507.0568774,25,16,12,0,0,0,0,"CHO","ConHC",508.0641538,0.631578947368421,0.32,0.64,0.48
507.0627766,18,20,17,0,0,0,0,"CHO","Tannin",508.0700531,0.0526315789473684,0.777777777777778,1.11,0.94
507.0755913,26,20,9,0,1,0,0,"CHOS","ConHC",508.0828678,0.560975609756098,0,0.77,0.35
507.0780049,22,20,14,0,0,0,0,"CHO","Lignin",508.0852814,0.4,0.363636363636364,0.91,0.64
507.0790935,33,17,4,0,0,1,0,"CHOP","ConHC",508.08637,0.783333333333333,-0.272727272727272,0.52,0.12
507.0813697,19,24,14,0,1,0,0,"CHOS","Tannin",508.0886461,0,0.315789473684211,1.26,0.74
507.0932653,26,20,11,0,0,0,0,"CHO","ConHC",508.1005417,0.560975609756098,0.0769230769230771,0.77,0.42
507.0966736,23,24,11,0,1,0,0,"CHOS","Lignin",508.1039501,0.333333333333333,0,1.04,0.48
507.0991602,19,24,16,0,0,0,0,"CHO","Tannin",508.1064366,0,0.421052631578947,1.26,0.84
507.1113132,19,28,10,2,2,0,0,"CHONS","Lignin",508.1185897,-0.1,0.105263157894737,1.47,0.53
507.1120396,16,29,16,0,0,1,0,"CHOP","Carb",508.119316,-0.785714285714286,0.1875,1.81,1
507.114403,23,24,13,0,0,0,0,"CHO","Lignin",508.1216794,0.333333333333333,0.0869565217391304,1.04,0.57
507.1177271,20,28,13,0,1,0,0,"CHOS","Tannin",508.1250036,-0.04,0,1.4,0.65
507.1233172,15,29,15,2,0,1,0,"CHONP","Carb",508.1305937,-1.33333333333333,0.466666666666667,1.93,1
507.1273443,20,29,13,0,0,1,0,"CHOP","Tannin",508.1346208,0,-0.15,1.45,0.65
507.1296749,27,24,10,0,0,0,0,"CHO","Lignin",508.1369514,0.5,-0.148148148148148,0.89,0.37
507.1355363,20,28,15,0,0,0,0,"CHO","Tannin",508.1428128,-0.04,0.1,1.4,0.75
507.1468585,19,28,14,2,0,0,0,"CHON","Tannin",508.154135,-0.1,0.315789473684211,1.47,0.74
507.148576,17,33,15,0,0,1,0,"CHOP","Carb",508.1558525,-0.705882352941177,-0.176470588235294,1.94,0.88
507.1508251,24,28,12,0,0,0,0,"CHO","Lignin",508.1581016,0.277777777777778,-0.166666666666667,1.17,0.5
507.1516685,25,32,7,0,2,0,0,"CHOS","Lignin",508.158945,0.230769230769231,-0.56,1.28,0.28
507.1542357,21,32,12,0,1,0,0,"CHOS","AminoSugar",508.1615122,-0.0714285714285714,-0.285714285714286,1.52,0.57
507.1566801,17,32,17,0,0,0,0,"CHO","Carb",508.1639566,-0.764705882352941,0.117647058823529,1.88,1
507.1646589,22,37,7,0,2,1,0,"CHOSP","Protein",508.1719354,-0.0645161290322581,-0.863636363636363,1.68,0.32
507.1660947,28,28,9,0,0,0,0,"CHO","Lignin",508.1733711,0.446808510638298,-0.357142857142857,1,0.32
507.1679978,16,32,16,2,0,0,0,"CHON","Carb",508.1752743,-1.16666666666667,0.375,2,1
507.1694991,25,32,9,0,1,0,0,"CHOS","Lignin",508.1767755,0.230769230769231,-0.48,1.28,0.36
507.1719534,21,32,14,0,0,0,0,"CHO","AminoSugar",508.1792299,-0.0714285714285714,-0.190476190476191,1.52,0.67
507.1872306,25,32,11,0,0,0,0,"CHO","Lignin",508.1945071,0.230769230769231,-0.4,1.28,0.44
507.1931437,18,36,16,0,0,0,0,"CHO","Carb",508.2004201,-0.7,-0.222222222222222,2,0.89
507.2024857,19,33,12,3,0,0,0,"CHON","AminoSugar",508.2097622,-0.25,0,1.74,0.63
507.2043404,17,36,15,2,0,0,0,"CHON","Carb",508.2116168,-1,0,2.12,0.88
507.2083664,22,36,13,0,0,0,0,"CHO","AminoSugar",508.2156429,-0.0967741935483871,-0.454545454545454,1.64,0.59
507.2147216,18,41,10,2,1,1,0,"CHONSP","Other",508.2219981,-0.833333333333333,-0.722222222222222,2.28,0.56
