num.trans.involved.in,sample,peak
62,Sample_data[, -1],511.1456836
55,Sample_data[, -1],511.160935
54,Sample_data[, -1],511.1820574
45,Sample_data[, -1],511.1973092
35,Sample_data[, -1],511.2184363
20,Sample_data[, -1],513.0674186
26,Sample_data[, -1],513.0885477
57,Sample_data[, -1],513.1038114
42,Sample_data[, -1],513.124947
53,Sample_data[, -1],513.1402216
40,Sample_data[, -1],513.1613585
53,Sample_data[, -1],513.1766317
37,Sample_data[, -1],513.197775
41,Sample_data[, -1],513.2130477
36,Sample_data[, -1],513.2494571
23,Sample_data[, -1],515.0831218
37,Sample_data[, -1],515.1195477
45,Sample_data[, -1],515.1559563
5,Sample_data[, -1],515.1923548
5,Sample_data[, -1],515.2287442
8,Sample_data[, -1],515.2651218
27,Sample_data[, -1],517.0624209
16,Sample_data[, -1],517.098847
8,Sample_data[, -1],517.1352451
9,Sample_data[, -1],517.1716188
45,Sample_data[, -1],517.2443604
14,Sample_data[, -1],517.2807205
11,Sample_data[, -1],519.0781123
17,Sample_data[, -1],519.1144974
17,Sample_data[, -1],519.1508798
55,Sample_data[, -1],519.1872496
60,Sample_data[, -1],519.2236094
43,Sample_data[, -1],519.2599608
18,Sample_data[, -1],519.2963032
4,Sample_data[, -1],519.3439088
25,Sample_data[, -1],521.0937575
49,Sample_data[, -1],521.1301352
63,Sample_data[, -1],521.1665093
59,Sample_data[, -1],521.2028727
55,Sample_data[, -1],521.2392264
30,Sample_data[, -1],521.2755826
32,Sample_data[, -1],523.1093993
41,Sample_data[, -1],523.1457801
50,Sample_data[, -1],523.1821456
48,Sample_data[, -1],523.218502
49,Sample_data[, -1],523.2548579
31,Sample_data[, -1],525.1250512
8,Sample_data[, -1],525.1403266
40,Sample_data[, -1],525.1614314
30,Sample_data[, -1],525.1766915
45,Sample_data[, -1],525.1978054
31,Sample_data[, -1],525.213051
36,Sample_data[, -1],525.2341683
34,Sample_data[, -1],525.2494103
25,Sample_data[, -1],527.0831692
32,Sample_data[, -1],527.1195722
33,Sample_data[, -1],527.1406913
38,Sample_data[, -1],527.1559537
30,Sample_data[, -1],527.1770816
37,Sample_data[, -1],527.1923399
32,Sample_data[, -1],527.2134601
44,Sample_data[, -1],527.2287134
27,Sample_data[, -1],527.2650814
20,Sample_data[, -1],529.0623939
40,Sample_data[, -1],529.1352078
40,Sample_data[, -1],529.1716047
32,Sample_data[, -1],529.2079933
30,Sample_data[, -1],529.2443774
23,Sample_data[, -1],529.2807569
31,Sample_data[, -1],531.078001
48,Sample_data[, -1],531.1144027
63,Sample_data[, -1],531.1508017
54,Sample_data[, -1],531.1872117
53,Sample_data[, -1],531.223617
43,Sample_data[, -1],531.2600143
14,Sample_data[, -1],531.2964152
33,Sample_data[, -1],533.0936829
39,Sample_data[, -1],533.1300715
62,Sample_data[, -1],533.1664284
80,Sample_data[, -1],533.2028136
66,Sample_data[, -1],533.239213
33,Sample_data[, -1],533.2756193
38,Sample_data[, -1],535.1093956
54,Sample_data[, -1],535.1457619
53,Sample_data[, -1],535.1821371
63,Sample_data[, -1],535.2184969
48,Sample_data[, -1],535.2548624
40,Sample_data[, -1],535.2912445
29,Sample_data[, -1],537.1250102
52,Sample_data[, -1],537.1614158
48,Sample_data[, -1],537.1978132
33,Sample_data[, -1],537.2342041
24,Sample_data[, -1],537.2705897
32,Sample_data[, -1],539.1042325
36,Sample_data[, -1],539.1194818
47,Sample_data[, -1],539.1405931
36,Sample_data[, -1],539.1558598
45,Sample_data[, -1],539.1769883
46,Sample_data[, -1],539.1922491
54,Sample_data[, -1],539.2133852
45,Sample_data[, -1],539.2286501
39,Sample_data[, -1],539.2497902
31,Sample_data[, -1],541.1563426
50,Sample_data[, -1],541.1715895
44,Sample_data[, -1],541.1927099
42,Sample_data[, -1],541.2079644
32,Sample_data[, -1],541.2290838
32,Sample_data[, -1],541.2443272
32,Sample_data[, -1],543.0779837
48,Sample_data[, -1],543.1143784
57,Sample_data[, -1],543.1507976
55,Sample_data[, -1],543.1872003
40,Sample_data[, -1],543.2236146
42,Sample_data[, -1],543.2600143
45,Sample_data[, -1],545.1301056
42,Sample_data[, -1],545.1664791
54,Sample_data[, -1],545.202842
69,Sample_data[, -1],545.2392068
42,Sample_data[, -1],545.2755745
20,Sample_data[, -1],547.072925
33,Sample_data[, -1],547.1093263
48,Sample_data[, -1],547.1457228
57,Sample_data[, -1],547.1821422
53,Sample_data[, -1],547.2185441
39,Sample_data[, -1],547.2549363
17,Sample_data[, -1],547.2913306
57,Sample_data[, -1],549.1614206
59,Sample_data[, -1],549.1977909
48,Sample_data[, -1],549.2341613
37,Sample_data[, -1],549.2705242
21,Sample_data[, -1],549.3068755
29,Sample_data[, -1],551.1042216
43,Sample_data[, -1],551.1406038
42,Sample_data[, -1],551.1770008
53,Sample_data[, -1],551.2134044
31,Sample_data[, -1],551.2498086
21,Sample_data[, -1],551.2862255
27,Sample_data[, -1],553.1352114
39,Sample_data[, -1],553.1563404
34,Sample_data[, -1],553.1715978
44,Sample_data[, -1],553.192727
32,Sample_data[, -1],553.2079838
24,Sample_data[, -1],553.2291207
23,Sample_data[, -1],553.2655042
33,Sample_data[, -1],555.1508291
27,Sample_data[, -1],555.171942
51,Sample_data[, -1],555.1871884
27,Sample_data[, -1],555.2083004
48,Sample_data[, -1],555.2235582
29,Sample_data[, -1],555.2446661
39,Sample_data[, -1],555.2599163
33,Sample_data[, -1],557.0936493
46,Sample_data[, -1],557.1300262
45,Sample_data[, -1],557.1664239
52,Sample_data[, -1],557.2028286
45,Sample_data[, -1],557.2392385
27,Sample_data[, -1],557.2756462
32,Sample_data[, -1],559.1093655
46,Sample_data[, -1],559.1457653
50,Sample_data[, -1],559.1821582
44,Sample_data[, -1],559.2185527
40,Sample_data[, -1],559.2549363
18,Sample_data[, -1],559.2913251
23,Sample_data[, -1],561.0886489
33,Sample_data[, -1],561.1250421
60,Sample_data[, -1],561.1614273
61,Sample_data[, -1],561.197812
58,Sample_data[, -1],561.2341903
45,Sample_data[, -1],561.2705652
29,Sample_data[, -1],563.1043083
39,Sample_data[, -1],563.1406788
48,Sample_data[, -1],563.1770471
59,Sample_data[, -1],563.2134173
62,Sample_data[, -1],563.2497815
31,Sample_data[, -1],563.2861518
30,Sample_data[, -1],565.1198969
43,Sample_data[, -1],565.1562579
47,Sample_data[, -1],565.1926352
51,Sample_data[, -1],565.2290203
37,Sample_data[, -1],565.2654153
25,Sample_data[, -1],567.1507815
29,Sample_data[, -1],567.1719097
38,Sample_data[, -1],567.2083092
35,Sample_data[, -1],567.2447209
25,Sample_data[, -1],567.281122
25,Sample_data[, -1],569.1300461
39,Sample_data[, -1],569.1664446
30,Sample_data[, -1],569.1875841
34,Sample_data[, -1],569.2239905
24,Sample_data[, -1],569.2392492
40,Sample_data[, -1],571.1457256
51,Sample_data[, -1],571.1821061
39,Sample_data[, -1],571.2185094
39,Sample_data[, -1],571.254921
22,Sample_data[, -1],571.2913098
2,Sample_data[, -1],572.2613811
30,Sample_data[, -1],573.1249744
49,Sample_data[, -1],573.1613807
39,Sample_data[, -1],573.1977788
59,Sample_data[, -1],573.2341805
40,Sample_data[, -1],573.2705792
30,Sample_data[, -1],575.1406426
40,Sample_data[, -1],575.1770392
61,Sample_data[, -1],575.2134466
40,Sample_data[, -1],575.2498403
30,Sample_data[, -1],575.2862336
40,Sample_data[, -1],577.1562725
59,Sample_data[, -1],577.1926757
54,Sample_data[, -1],577.2290809
36,Sample_data[, -1],577.2654797
42,Sample_data[, -1],579.1718892
54,Sample_data[, -1],579.2082931
52,Sample_data[, -1],579.244702
28,Sample_data[, -1],579.281107
40,Sample_data[, -1],581.1875364
42,Sample_data[, -1],581.223934
32,Sample_data[, -1],581.2603297
34,Sample_data[, -1],583.2032227
40,Sample_data[, -1],583.2184731
29,Sample_data[, -1],583.2395984
38,Sample_data[, -1],583.2548542
40,Sample_data[, -1],585.1614116
51,Sample_data[, -1],585.1978009
26,Sample_data[, -1],585.2189168
52,Sample_data[, -1],585.2341746
33,Sample_data[, -1],585.2705355
57,Sample_data[, -1],587.177067
55,Sample_data[, -1],587.2134553
51,Sample_data[, -1],587.2498381
30,Sample_data[, -1],587.2862259
35,Sample_data[, -1],589.1562938
40,Sample_data[, -1],589.1926987
66,Sample_data[, -1],589.2290965
38,Sample_data[, -1],589.265494
35,Sample_data[, -1],591.1718978
51,Sample_data[, -1],591.2082883
45,Sample_data[, -1],591.2446956
39,Sample_data[, -1],591.2810915
41,Sample_data[, -1],593.1875894
47,Sample_data[, -1],593.2239638
33,Sample_data[, -1],593.2603168
32,Sample_data[, -1],595.2032617
42,Sample_data[, -1],595.2396544
30,Sample_data[, -1],595.2760562
33,Sample_data[, -1],597.21887
35,Sample_data[, -1],597.2341371
21,Sample_data[, -1],597.255285
33,Sample_data[, -1],599.1770528
46,Sample_data[, -1],599.2134128
50,Sample_data[, -1],599.2497873
42,Sample_data[, -1],601.2290721
37,Sample_data[, -1],601.2654797
31,Sample_data[, -1],603.1718976
46,Sample_data[, -1],603.2082838
44,Sample_data[, -1],603.2446756
41,Sample_data[, -1],603.2810721
33,Sample_data[, -1],605.1876036
47,Sample_data[, -1],605.223997
36,Sample_data[, -1],605.2603929
23,Sample_data[, -1],605.2967759
31,Sample_data[, -1],607.1668278
33,Sample_data[, -1],607.2032097
47,Sample_data[, -1],607.2396078
39,Sample_data[, -1],607.276005
37,Sample_data[, -1],609.2189093
46,Sample_data[, -1],609.2553113
38,Sample_data[, -1],613.2290679
36,Sample_data[, -1],615.2082841
36,Sample_data[, -1],615.2446758
37,Sample_data[, -1],615.2810807
35,Sample_data[, -1],617.1876076
44,Sample_data[, -1],617.2239801
30,Sample_data[, -1],617.260373
29,Sample_data[, -1],619.2032527
47,Sample_data[, -1],619.2396222
39,Sample_data[, -1],619.2759953
35,Sample_data[, -1],621.218865
45,Sample_data[, -1],621.255266
39,Sample_data[, -1],623.2345406
27,Sample_data[, -1],629.2239573
47,Sample_data[, -1],629.260352
27,Sample_data[, -1],631.2395883
44,Sample_data[, -1],631.2760027
24,Sample_data[, -1],635.2344916
